address,maxClaimable,price
0xad3d6f4934faa8e317de00b6f88a54aecc17b2e3,1,0
0xc9d7c7ab00650a5f9603d860473490b8f210d5ff,1,0
0xc75446a6adaef73269dbdece73536977b2b639e0,1,0
0x774a375858f34573f482148cec198e280ee31bc1,1,0
0x81d29f93a5a55936598411085ea9b171b7e025b4,1,0
0x689ecdd6221d989863178fe2de6db94195a856c2,1,0
0x4adfdb2486ae23e6e94a90f13158841c9c57af13,1,0
0x63396c40c4d51921f983294df2c92ccca3584f30,1,0
0xf543a771b23f4f54bee6ce9448b97937e67ee822,1,0
0x731543bcdb5386cac96208d50bd3777962c1e394,1,0
0xa7ce207e577b7b1ca3ab18f82beeaa63e0335d6f,1,0
0x22d913893d950c952df08cbc949960099227b007,1,0
0x011c9a600fa4dcc460f9864e9c8b5498c2835e5a,1,0
0xc42166e9e1ed7b053781be452eebbe86a13c8cdb,1,0
0x56f7b249226310369b4d26f6ad4f598317e7b03f,1,0
0xff07d9df3f68af0011b8955e4d5535962da85430,1,0
0x52bd76703e654b70fc5ee1fca02ea2725f60117b,1,0
0x056eb43118ffa352add9cdb9a7d2977a4842b936,1,0
0x85c0ba9e1456bc755a6ce69e1a85ccaa1faa9e41,1,0
0x71cbbe6ecf1a9c4d8b9115757ebcc5ff45902177,1,0
0xbefdb0c6b0334058b3e16aac31c81694ef73a9c1,1,0
0x774a2a7d6c4f931c4088c8d128dd1fe78da9cafd,1,0
0xd25cf51dcf2c39f18756f28cfd72db0f1594d678,1,0
0x22b2bb5c74931d96286eb0e1a0e4ccb72cc7b8dc,1,0
0x3fa81fa9dc90d4bd3c7bc7b5c1b7d90ebbb3fb33,1,0
0x7dc23c714c22eb6649e994ab314859e2fed1acb0,10,0
0x10fc964ef70c8467cd8c53e9ed9347422adf96a8,1,0
0x93fa0e828ab8b72eeee42747de3f9c66d1b43a5c,1,0
0xed416de2d92a8df357d941bcf45f80af20f28a62,10,0
